cabang,latitude_cabang,longitude_cabang,lama_beroperasi_bulan,Omset Jan25,Omset Jan26,Persen Growth,Kategori_By_StdDev,Kategori_Percentile,Kategori_KPI_Atasan,Kategori_ZScore,Kategori_IQR
BR-0929,-3.860513956,103.7938189,27,154748940.8,243156743.9,57.13,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0930,-6.307425392,105.5752495,55,50000000,50069365.29,0.14,Sedang,Tengah,Cukup,Normal,Normal
BR-0931,-7.04159929,106.4761492,54,50000000,36930151.48,-26.14,Sedang,Bawah,Kurang,Normal,Normal
BR-0932,-3.387064396,105.712479,82,79994150.18,104563349.9,30.71,Sedang,Tengah,Baik,Normal,Normal
BR-0933,-8.380820851,110.4767688,120,139239437.4,121219906.5,-12.94,Sedang,Bawah,Kurang,Normal,Normal
BR-0934,-9.507008935,107.6624619,87,50176895.53,49810551.22,-0.73,Sedang,Tengah,Kurang,Normal,Normal
BR-0935,-5.548778325,107.5967859,75,50000000,86505521.81,73.01,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0936,-6.961881337,108.4011179,21,50000000,76542308.57,53.08,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0937,-7.740649226,103.9985172,44,69864127.47,88251647.96,26.32,Sedang,Tengah,Baik,Normal,Normal
BR-0938,-5.146265329,109.4433795,5,223572347.9,154540450.5,-30.88,Sedang,Bawah,Kurang,Normal,Normal
BR-0939,-5.843098929,106.6561893,87,77548575.39,99615691.53,28.46,Sedang,Tengah,Baik,Normal,Normal
BR-0940,-7.054917946,108.5218015,41,64788107.13,105284750.3,62.51,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0941,-8.129256598,104.1659569,59,79657709.87,83620404.81,4.97,Sedang,Tengah,Cukup,Normal,Normal
BR-0942,-4.900114008,102.9612031,89,65224439.63,744325550.5,1041.18,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-0943,-5.233498233,108.8903241,105,50000000,85854905.79,71.71,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0944,-6.357563796,107.7866238,54,107603953.7,200734436.7,86.55,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0945,-3.438844506,104.5904711,74,75184594.97,99401346.3,32.21,Sedang,Tengah,Baik,Normal,Normal
BR-0946,-7.813927149,104.6714423,22,66357539.94,95220195.2,43.5,Sedang,Tengah,Baik,Normal,Normal
BR-0947,-8.497087756,109.659187,83,50000000,88283745.77,76.57,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0948,-7.246662105,103.8720703,65,143537195.1,197931702.5,37.9,Sedang,Tengah,Baik,Normal,Normal
BR-0949,-6.277179025,110.9522824,64,97837808.2,97789511.24,-0.05,Sedang,Tengah,Kurang,Normal,Normal
BR-0950,-5.843790826,104.5940482,71,50000000,51029143.27,2.06,Sedang,Tengah,Cukup,Normal,Normal
BR-0951,-6.570654087,108.4415798,4,119771331.5,155154415.6,29.54,Sedang,Tengah,Baik,Normal,Normal
BR-0952,-5.680716905,106.0240538,65,50000000,34188771.56,-31.62,Sedang,Bawah,Kurang,Normal,Normal
BR-0953,-8.086109136,108.3535686,15,50000000,30066090.6,-39.87,Sedang,Bawah,Kurang,Normal,Normal
BR-0954,-4.043153094,105.485315,104,50000000,81930942.36,63.86,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0955,-6.332026768,106.4386177,76,50000000,16174922.98,-67.65,Sedang,Bawah,Kurang,Normal,Normal
BR-0956,-4.532856253,106.9478979,22,87131186.2,158037921.7,81.38,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0957,-5.69471198,104.3401314,86,50000000,218004372,336.01,Tinggi,Atas,Sangat Baik,High Performer,Extreme High
BR-0958,-5.523670171,108.6976609,114,50000000,50804707.68,1.61,Sedang,Tengah,Cukup,Normal,Normal
BR-0959,-5.35414908,105.5625661,47,50000000,70867816.56,41.74,Sedang,Tengah,Baik,Normal,Normal
BR-0960,-5.53723716,106.2741002,81,62355234.77,74904792.62,20.13,Sedang,Tengah,Baik,Normal,Normal
BR-0961,-5.24471586,104.3597266,93,59997156.29,101514957.3,69.2,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0962,-4.215071205,100.4397659,46,53972341.13,85981893.28,59.31,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0963,-5.914018245,106.3680306,14,50000000,31998585.54,-36,Sedang,Bawah,Kurang,Normal,Normal
BR-0964,-5.145294364,112.8771386,50,50000000,71745248.27,43.49,Sedang,Tengah,Baik,Normal,Normal
BR-0965,-6.343403541,108.8071107,20,86757021.95,96972562.25,11.77,Sedang,Tengah,Baik,Normal,Normal
BR-0966,-4.048624177,106.7974491,50,50000000,61656651.41,23.31,Sedang,Tengah,Baik,Normal,Normal
BR-0967,-7.223388453,106.1883729,112,79384603.19,72139268.86,-9.13,Sedang,Bawah,Kurang,Normal,Normal
BR-0968,-3.507389351,106.9017647,33,50000000,94962741.38,89.93,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0969,-6.269036926,108.2133978,119,73194998.18,118284927,61.6,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0970,-8.354962653,103.893568,59,143517397.5,129752864.1,-9.59,Sedang,Bawah,Kurang,Normal,Normal
BR-0971,-6.016643378,109.6314042,43,93334416.73,139783168.9,49.77,Sedang,Atas,Baik,Normal,Normal
BR-0972,-7.230377486,108.6340533,79,51266686.29,53611160.43,4.57,Sedang,Tengah,Cukup,Normal,Normal
BR-0973,-4.947834677,108.6410643,12,76616221.58,105255446.3,37.38,Sedang,Tengah,Baik,Normal,Normal
BR-0974,-7.187735969,107.9417893,40,56831476.58,73658273.01,29.61,Sedang,Tengah,Baik,Normal,Normal
BR-0975,-6.87807515,106.8946416,118,65971151.82,112233628.5,70.13,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0976,-9.043111096,108.5277531,20,54007493.79,81873626.34,51.6,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0977,-6.887259479,108.3251353,94,59494764.58,94467429.88,58.78,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0978,-9.84461899,105.9604982,38,74570534.84,465854586.3,524.72,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-0979,-8.584654235,105.4115956,3,50000000,32214025.4,-35.57,Sedang,Bawah,Kurang,Normal,Normal
BR-0980,-5.068178016,107.1002407,28,50000000,56086029.38,12.17,Sedang,Tengah,Baik,Normal,Normal
BR-0981,-5.030099762,110.7181504,56,50000000,81201794.8,62.4,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0982,-5.570613657,103.7478323,90,50000000,58969541.43,17.94,Sedang,Tengah,Baik,Normal,Normal
BR-0983,-7.659264215,103.1767868,94,50000000,70061807.37,40.12,Sedang,Tengah,Baik,Normal,Normal
BR-0984,-6.280367034,107.2575021,13,72252501.28,77490856.31,7.25,Sedang,Tengah,Cukup,Normal,Normal
BR-0985,-6.214203809,106.9728193,77,50000000,39403763.03,-21.19,Sedang,Bawah,Kurang,Normal,Normal
BR-0986,-7.946347034,107.2789542,66,89358656.56,102821643.9,15.07,Sedang,Tengah,Baik,Normal,Normal
BR-0987,-3.953702547,107.455483,37,67041892.91,88737921.72,32.36,Sedang,Tengah,Baik,Normal,Normal
BR-0988,-4.892756564,106.2875944,49,50000000,46886245.61,-6.23,Sedang,Tengah,Kurang,Normal,Normal
BR-0989,-6.540246261,110.5702586,102,97268460.78,107551245,10.57,Sedang,Tengah,Baik,Normal,Normal
BR-0990,-6.168471242,102.8433401,66,106801143.1,88027072.44,-17.58,Sedang,Bawah,Kurang,Normal,Normal
BR-0991,-5.896225788,104.7743574,36,50000000,82384898.35,64.77,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0992,-9.271402303,106.5874631,54,84487565.34,91433938.38,8.22,Sedang,Tengah,Cukup,Normal,Normal
BR-0993,-6.579566074,102.737628,26,50000000,89055110.9,78.11,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0994,-7.231776372,106.405964,75,69622769.94,126121587.9,81.15,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0995,-7.711230015,110.9992754,72,50000000,58379080.71,16.76,Sedang,Tengah,Baik,Normal,Normal
BR-0996,-6.630450439,106.8978162,108,50000000,39831025.35,-20.34,Sedang,Bawah,Kurang,Normal,Normal
BR-0997,-3.51227021,107.4223523,40,52185210.36,19081044.62,-63.44,Sedang,Bawah,Kurang,Normal,Normal
BR-0998,-5.247535708,103.6951881,43,60962082.61,37259120.87,-38.88,Sedang,Bawah,Kurang,Normal,Normal
BR-0999,-7.065568485,105.3046965,22,51721917.4,33643352.34,-34.95,Sedang,Bawah,Kurang,Normal,Normal
BR-1000,-5.349925828,105.907609,20,50000000,87569392.55,75.14,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1001,-4.109766845,106.0513123,8,51653089.24,64376786.18,24.63,Sedang,Tengah,Baik,Normal,Normal
BR-1002,-4.821849476,110.0497095,29,77174284.07,104636121,35.58,Sedang,Tengah,Baik,Normal,Normal
BR-1003,-6.119354445,108.2398277,40,63914971.13,19930707.48,-68.82,Sedang,Bawah,Kurang,Normal,Normal
BR-1004,-7.179205167,104.0669551,90,73258190.72,52805487.61,-27.92,Sedang,Bawah,Kurang,Normal,Normal
BR-1005,-5.16146503,107.4618619,30,50000000,77741595.53,55.48,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1006,-5.618571922,108.0911544,81,132624283,174362424,31.47,Sedang,Tengah,Baik,Normal,Normal
BR-1007,-4.86601017,109.6959726,84,50000000,57055894.43,14.11,Sedang,Tengah,Baik,Normal,Normal
BR-1008,-5.256042297,110.7969517,116,87972619.17,125443407.7,42.59,Sedang,Tengah,Baik,Normal,Normal
BR-1009,-4.634470927,104.3078645,55,133436285,247433454.9,85.43,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1010,-7.011652817,104.8184562,16,87622191.87,97399340.18,11.16,Sedang,Tengah,Baik,Normal,Normal
BR-1011,-4.232708902,103.7016554,46,58147035.99,71389902.55,22.77,Sedang,Tengah,Baik,Normal,Normal
BR-1012,-5.912400593,106.2605504,62,50000000,63851938.37,27.7,Sedang,Tengah,Baik,Normal,Normal
BR-1013,-3.095908691,108.0114959,107,122259035.1,263693648.5,115.68,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1014,-7.242581727,109.3139363,7,50000000,18012874.71,-63.97,Sedang,Bawah,Kurang,Normal,Normal
BR-1015,-3.604854295,106.6557224,80,50000000,73664460.3,47.33,Sedang,Tengah,Baik,Normal,Normal
BR-1016,-5.911933825,106.0459812,45,51725701.35,59695550.89,15.41,Sedang,Tengah,Baik,Normal,Normal
BR-1017,-7.185927005,107.224995,59,137976267.6,196851940.1,42.67,Sedang,Tengah,Baik,Normal,Normal
BR-1018,-6.934628751,104.7577427,111,82463026.04,77272059.23,-6.29,Sedang,Tengah,Kurang,Normal,Normal
BR-1019,-6.689320962,112.0694468,56,50000000,59020699.38,18.04,Sedang,Tengah,Baik,Normal,Normal
BR-1020,-5.57255108,102.8264474,48,54505674.68,80917175.06,48.46,Sedang,Atas,Baik,Normal,Normal
BR-1021,-5.424546768,107.3074514,27,50000000,122258204,144.52,Sedang,Atas,Sangat Baik,Normal,Extreme High
BR-1022,-7.069350006,111.9046155,53,50000000,76160723.79,52.32,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1023,-6.245331888,106.8625996,87,118134425.7,101687013.9,-13.92,Sedang,Bawah,Kurang,Normal,Normal
BR-1024,-2.995394462,106.3705024,88,50000000,51524806.36,3.05,Sedang,Tengah,Cukup,Normal,Normal
BR-1025,-3.617485245,105.9519864,73,172389759.3,175602131.5,1.86,Sedang,Tengah,Cukup,Normal,Normal
BR-1026,-5.554314495,106.3946208,35,107923997.9,70501249.56,-34.68,Sedang,Bawah,Kurang,Normal,Normal
BR-1027,-6.151794783,110.2777212,51,126343759.8,134930577.4,6.8,Sedang,Tengah,Cukup,Normal,Normal
BR-1028,-6.02875301,101.3159452,84,50000000,74656581.64,49.31,Sedang,Atas,Baik,Normal,Normal
BR-1029,-5.288523041,110.6791843,37,60010827.88,41425903.7,-30.97,Sedang,Bawah,Kurang,Normal,Normal
BR-1030,-7.742988848,103.2857071,106,50000000,80969653.02,61.94,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1031,-6.594864806,106.1789692,81,50000000,69755496.42,39.51,Sedang,Tengah,Baik,Normal,Normal
BR-1032,-8.711676111,105.7724889,111,88294900.21,80022257.09,-9.37,Sedang,Bawah,Kurang,Normal,Normal
BR-1033,-5.609965316,108.3169832,95,142897455.6,163387256.7,14.34,Sedang,Tengah,Baik,Normal,Normal
BR-1034,-5.23800609,102.8502891,119,50000000,91966436.15,83.93,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1035,-6.933579693,108.0010317,57,52730069.94,78748094.93,49.34,Sedang,Atas,Baik,Normal,Normal
BR-1036,-3.847819855,111.9063741,8,59961932.94,72164993.5,20.35,Sedang,Tengah,Baik,Normal,Normal
BR-1037,-8.047448495,103.437665,79,50000000,55246333.66,10.49,Sedang,Tengah,Baik,Normal,Normal
BR-1038,-8.40536232,107.3198654,95,93625144.67,115219187.7,23.06,Sedang,Tengah,Baik,Normal,Normal
BR-1039,-5.872122272,105.1906446,117,50000000,49764728.84,-0.47,Sedang,Tengah,Kurang,Normal,Normal
BR-1040,-4.638152546,107.910318,94,58396457.65,20911783.03,-64.19,Sedang,Bawah,Kurang,Normal,Normal
BR-1041,-3.682908463,106.8934694,110,50064882.73,100974418.3,101.69,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1042,-6.897126394,105.2418827,20,50000000,63106499.98,26.21,Sedang,Tengah,Baik,Normal,Normal
BR-1043,-4.59077875,108.0652807,103,65383010.78,88872439.71,35.93,Sedang,Tengah,Baik,Normal,Normal
BR-1044,-6.266562704,111.3564703,53,57692298.8,67894426.07,17.68,Sedang,Tengah,Baik,Normal,Normal
BR-1045,-6.46774095,106.3683405,119,52529489.29,818043838.8,1457.3,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-1046,-4.883310094,108.6449949,12,50000000,56281510.38,12.56,Sedang,Tengah,Baik,Normal,Normal
BR-1047,-5.230315682,103.6124176,49,79535562.17,44559169.99,-43.98,Sedang,Bawah,Kurang,Normal,Normal
BR-1048,-8.573388235,104.4545091,17,177090305.5,373808344.1,111.08,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1049,-3.993989475,108.0266157,64,71408847.89,50428585.66,-29.38,Sedang,Bawah,Kurang,Normal,Normal
BR-1050,-4.138662969,110.5558901,42,119361937.8,93963327.18,-21.28,Sedang,Bawah,Kurang,Normal,Normal
BR-1051,-7.147144052,107.7346334,94,50000000,51194815.91,2.39,Sedang,Tengah,Cukup,Normal,Normal
BR-1052,-5.6150947,106.0629549,29,72178795.07,51853669.87,-28.16,Sedang,Bawah,Kurang,Normal,Normal
BR-1053,-5.467754721,106.8438285,19,50000000,60290179.99,20.58,Sedang,Tengah,Baik,Normal,Normal
BR-1054,-5.817789351,103.7195807,110,50000000,213546500.1,327.09,Tinggi,Atas,Sangat Baik,High Performer,Extreme High
BR-1055,-7.034257731,108.3568883,11,50000000,85086767.22,70.17,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1056,-7.216235052,109.0514327,98,134239973.2,200339769.6,49.24,Sedang,Atas,Baik,Normal,Normal
BR-1057,-6.247131106,105.7153742,50,116105462.7,164332651.2,41.54,Sedang,Tengah,Baik,Normal,Normal
BR-1058,-4.449706471,105.6704946,71,75966486.45,112908510,48.63,Sedang,Atas,Baik,Normal,Normal
BR-1059,-5.393399768,107.5102956,108,50000000,107887238,115.77,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1060,-6.764721498,105.7538007,58,58365271.75,121051789.1,107.4,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1061,-5.051251934,106.6802685,34,78689477.88,72812464.74,-7.47,Sedang,Bawah,Kurang,Normal,Normal
BR-1062,-10.48161393,112.0949045,20,72952692.26,134929943.6,84.96,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1063,-4.485651449,106.2280357,50,50000000,67663363.8,35.33,Sedang,Tengah,Baik,Normal,Normal
BR-1064,-8.818370668,105.9497496,102,50000000,69981916.32,39.96,Sedang,Tengah,Baik,Normal,Normal
BR-1065,-6.752461412,105.2267455,88,63183474.25,33050748.89,-47.69,Sedang,Bawah,Kurang,Normal,Normal
BR-1066,-7.888304842,108.7060799,10,90582767.23,102525715,13.18,Sedang,Tengah,Baik,Normal,Normal
BR-1067,-8.150822214,106.3925396,32,50000000,43743528.19,-12.51,Sedang,Bawah,Kurang,Normal,Normal
BR-1068,-4.467559819,105.2221674,52,59573750.95,91220728.98,53.12,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1069,-6.910351802,110.1488601,15,71544433.48,116505259.2,62.84,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1070,-5.689044177,110.3946075,101,109317515.6,40469941.12,-62.98,Sedang,Bawah,Kurang,Normal,Normal
BR-1071,-6.279180868,105.3445411,84,99504611.77,118528505.9,19.12,Sedang,Tengah,Baik,Normal,Normal
BR-1072,-5.493238759,102.1792501,3,93133340.33,153553092.1,64.87,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1073,-6.093567163,109.3643842,37,50000000,56266420.75,12.53,Sedang,Tengah,Baik,Normal,Normal
BR-1074,-8.133288336,105.1340254,40,50000000,74581272.9,49.16,Sedang,Atas,Baik,Normal,Normal
BR-1075,-4.714399771,108.822164,72,51865705.31,69524224.24,34.05,Sedang,Tengah,Baik,Normal,Normal
BR-1076,-6.949434875,101.9203405,40,119757460.8,160075497.6,33.67,Sedang,Tengah,Baik,Normal,Normal
BR-1077,-8.543672848,109.0770933,108,151496444.9,165354432,9.15,Sedang,Tengah,Cukup,Normal,Normal
BR-1078,-6.850972741,103.8176702,56,100566470.2,71740869.33,-28.66,Sedang,Bawah,Kurang,Normal,Normal
BR-1079,-3.957660314,108.6725103,23,84952640.93,63832389.96,-24.86,Sedang,Bawah,Kurang,Normal,Normal
BR-1080,-4.933467387,106.8812827,104,82456693.73,122344377.7,48.37,Sedang,Atas,Baik,Normal,Normal
BR-1081,-6.731778202,104.4607515,11,50000000,60389165.11,20.78,Sedang,Tengah,Baik,Normal,Normal
BR-1082,-6.732686556,105.8280092,110,60730938.65,69512334.93,14.46,Sedang,Tengah,Baik,Normal,Normal
BR-1083,-6.691252577,108.5613961,64,178739807.2,184181358.9,3.04,Sedang,Tengah,Cukup,Normal,Normal
BR-1084,-3.093678025,107.1103361,8,50000000,53896223.09,7.79,Sedang,Tengah,Cukup,Normal,Normal
BR-1085,-5.635896822,108.3066325,93,173011266.5,280064533.9,61.88,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1086,-5.563737529,111.7867015,94,54123720.66,57690601.98,6.59,Sedang,Tengah,Cukup,Normal,Normal
BR-1087,-4.663374819,102.934996,56,145437829.6,96508779.03,-33.64,Sedang,Bawah,Kurang,Normal,Normal
BR-1088,-5.850616261,110.8886314,60,50000000,221441187.2,342.88,Tinggi,Atas,Sangat Baik,High Performer,Extreme High
BR-1089,-6.597363219,107.1064898,10,93319768.15,104336104.7,11.8,Sedang,Tengah,Baik,Normal,Normal
BR-1090,-6.503324774,104.5986399,39,50000000,60627917.31,21.26,Sedang,Tengah,Baik,Normal,Normal
BR-1091,-6.316201889,103.5198159,28,50000000,92151566.13,84.3,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1092,-6.264633355,106.372799,49,74859263.76,89215457.23,19.18,Sedang,Tengah,Baik,Normal,Normal
BR-1093,-5.117355685,109.1497253,36,120322124.3,158304626.7,31.57,Sedang,Tengah,Baik,Normal,Normal
BR-1094,-6.130881171,106.5267272,13,50000000,36421530.17,-27.16,Sedang,Bawah,Kurang,Normal,Normal
BR-1095,-5.109839884,110.6234873,96,50000000,55606610.95,11.21,Sedang,Tengah,Baik,Normal,Normal
BR-1096,-6.32987487,103.2176608,36,62139545.1,89717722.6,44.38,Sedang,Tengah,Baik,Normal,Normal
BR-1097,-6.090847215,106.8153776,101,62304162.96,36002492.12,-42.21,Sedang,Bawah,Kurang,Normal,Normal
BR-1098,-9.206101027,103.7146164,26,91238888.81,116816619.8,28.03,Sedang,Tengah,Baik,Normal,Normal
BR-1099,-4.834308488,107.7546797,86,116076120.2,143971119,24.03,Sedang,Tengah,Baik,Normal,Normal
BR-1100,-5.689067286,109.0628185,4,63360480.64,77078973.98,21.65,Sedang,Tengah,Baik,Normal,Normal
BR-1101,-4.711784835,105.7936955,95,199894840.5,322802893.7,61.49,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1102,-10.55318307,100.3350654,82,75115752.37,100187543.1,33.38,Sedang,Tengah,Baik,Normal,Normal
BR-1103,-3.076237943,107.3429704,64,53337174.1,95539080.2,79.12,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1104,-6.418184442,107.9374464,38,50000000,40128209.69,-19.74,Sedang,Bawah,Kurang,Normal,Normal
BR-1105,-4.546525775,107.8563369,88,56086420.81,70353113.96,25.44,Sedang,Tengah,Baik,Normal,Normal
BR-1106,-7.768658891,109.9350555,120,53659432.81,66204295.31,23.38,Sedang,Tengah,Baik,Normal,Normal
BR-1107,-5.289639142,104.1679658,87,116824442.9,90223307.25,-22.77,Sedang,Bawah,Kurang,Normal,Normal
BR-1108,-7.788923345,108.5461403,22,86658890.77,137139254.6,58.25,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1109,-7.144453441,109.8268688,2,50000000,106493466.1,112.99,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1110,-3.337752969,102.399131,31,72809182.02,86875739.07,19.32,Sedang,Tengah,Baik,Normal,Normal
BR-1111,-6.494823601,107.6447296,119,98239477.43,137732576,40.2,Sedang,Tengah,Baik,Normal,Normal
BR-1112,-5.88265069,105.5851504,11,164236630.6,1085137306,560.72,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-1113,-4.903698404,106.6417933,92,111831337.7,102277153.9,-8.54,Sedang,Bawah,Kurang,Normal,Normal
BR-1114,-5.465277168,107.7147912,46,103647677.8,48890183.52,-52.83,Sedang,Bawah,Kurang,Normal,Normal
BR-1115,-5.983171642,105.6275286,96,68070303,62467477.67,-8.23,Sedang,Bawah,Kurang,Normal,Normal
BR-1116,-5.661358496,105.1563298,62,82886868.28,53314213.55,-35.68,Sedang,Bawah,Kurang,Normal,Normal
BR-1117,-2.603676622,106.930981,69,138960870,261474446.9,88.16,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1118,-6.295228196,104.1274852,64,50000000,57697806.12,15.4,Sedang,Tengah,Baik,Normal,Normal
BR-1119,-5.90715143,104.1310372,102,53240843.98,495697808.4,831.05,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-1120,-4.632818406,108.5440332,10,50000000,77783076.5,55.57,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1121,-4.550511101,103.9736149,40,82432626.67,61931596.05,-24.87,Sedang,Bawah,Kurang,Normal,Normal
BR-1122,-4.428254542,108.5113813,110,137362408.1,122699573.3,-10.67,Sedang,Bawah,Kurang,Normal,Normal
BR-1123,-5.250704667,108.0020782,24,50000000,61361445.38,22.72,Sedang,Tengah,Baik,Normal,Normal
BR-1124,-7.923307369,102.5310832,99,50000000,80575379.83,61.15,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1125,-3.758652702,105.1516884,44,51272625.56,71816234.47,40.07,Sedang,Tengah,Baik,Normal,Normal
BR-1126,-7.92831809,109.8308735,112,113587524.6,147587684.8,29.93,Sedang,Tengah,Baik,Normal,Normal
BR-1127,-5.754846802,104.3926862,60,90655570.31,1138499723,1155.85,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-1128,-7.340213775,105.6845893,62,84893810.8,510689943.6,501.56,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-1129,-6.30500752,108.0007522,87,55506129.77,71084544.65,28.07,Sedang,Tengah,Baik,Normal,Normal
BR-1130,-5.715656385,108.8040763,17,50000000,39400554.5,-21.2,Sedang,Bawah,Kurang,Normal,Normal
BR-1131,-5.726764177,106.2167528,65,89448767.84,108987213.3,21.84,Sedang,Tengah,Baik,Normal,Normal
BR-1132,-5.575918869,105.3518245,119,50000000,38526226.82,-22.95,Sedang,Bawah,Kurang,Normal,Normal
BR-1133,-3.788233096,110.4015247,95,243458739.9,300046589.3,23.24,Sedang,Tengah,Baik,Normal,Normal
BR-1134,-5.528498548,111.1928492,95,92461631.79,93177360.96,0.77,Sedang,Tengah,Cukup,Normal,Normal
BR-1135,-6.575034953,109.2927451,106,50000000,110787632.5,121.58,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1136,-4.762669248,107.0588954,57,50000000,407263522.8,714.53,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-1137,-4.424594267,104.8249357,55,62098567.32,39637774.69,-36.17,Sedang,Bawah,Kurang,Normal,Normal
BR-1138,-8.050211723,104.769489,106,56871156.04,65192993.76,14.63,Sedang,Tengah,Baik,Normal,Normal
BR-1139,-5.312699895,108.1518853,53,128328028.4,180652947.6,40.77,Sedang,Tengah,Baik,Normal,Normal
BR-1140,-5.157040887,107.8915956,56,73430482.61,137266948,86.93,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1141,-6.655145255,110.3495965,98,50000000,48210952,-3.58,Sedang,Tengah,Kurang,Normal,Normal
BR-1142,-4.14523978,108.4717252,9,204129348.3,115747221.5,-43.3,Sedang,Bawah,Kurang,Normal,Normal
BR-1143,-6.433883381,103.0878992,22,67631539.91,103255425.9,52.67,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1144,-6.02043532,109.475469,13,104145946.6,67461632.25,-35.22,Sedang,Bawah,Kurang,Normal,Normal
BR-1145,-6.468407736,104.3504484,89,50000000,51276891.17,2.55,Sedang,Tengah,Cukup,Normal,Normal
BR-1146,-6.185431429,105.8856718,48,81643223.27,89558681.2,9.7,Sedang,Tengah,Cukup,Normal,Normal
BR-1147,-7.85321263,107.4711005,18,79135014.4,92757839.55,17.21,Sedang,Tengah,Baik,Normal,Normal
BR-1148,-8.368876324,111.8347687,115,50000000,73783289.14,47.57,Sedang,Tengah,Baik,Normal,Normal
BR-1149,-3.817042405,114.6203964,76,220005931.7,203845679.2,-7.35,Sedang,Bawah,Kurang,Normal,Normal
BR-1150,-7.479242022,108.3624076,40,142433627.4,155325052.8,9.05,Sedang,Tengah,Cukup,Normal,Normal
BR-1151,-7.695888524,106.3876085,17,51736951.34,61789019.79,19.43,Sedang,Tengah,Baik,Normal,Normal
BR-1152,-9.43888517,108.1818641,15,50000000,62991959.15,25.98,Sedang,Tengah,Baik,Normal,Normal
BR-1153,-7.167242622,109.0647386,106,80884839.65,100226901.7,23.91,Sedang,Tengah,Baik,Normal,Normal
BR-1154,-8.19343469,106.0439309,15,69165906.58,95061781.78,37.44,Sedang,Tengah,Baik,Normal,Normal
BR-1155,-3.74577726,111.3336284,79,81279254.45,124969763.8,53.75,Sedang,Atas,Sangat Baik,Normal,Normal
BR-1156,-4.694074366,107.4207769,63,73658229.88,99958169.43,35.71,Sedang,Tengah,Baik,Normal,Normal
BR-1157,-7.241025518,108.0899577,119,88964199.47,122898188.6,38.14,Sedang,Tengah,Baik,Normal,Normal
